Df4mj8Weu4c,2018-02-02T20:41:01.000Z
UwItKU4CxMQ,2018-02-01T22:43:11.000Z
Uivy6vnP2B0,2018-01-31T23:14:02.000Z
Tprvv8OwRgA,2018-01-30T22:00:31.000Z
sohS_88yg7c,2018-01-29T23:10:06.000Z
BH6rttI6rCY,2018-01-26T21:53:32.000Z
eXcwJ3EDahw,2018-01-25T22:04:28.000Z
aqw1BxL2-Ik,2018-01-24T22:58:36.000Z
WeytL7T1FOg,2018-01-23T22:10:11.000Z
3PKLHP6lilw,2018-01-22T22:16:30.000Z
BxFbS2oGRSc,2018-01-19T21:00:43.000Z
V22f2BGk1hw,2018-01-18T23:09:38.000Z
-_fqzg8PNgY,2018-01-17T23:08:24.000Z
fmSXGKQYhN8,2018-01-16T22:10:43.000Z
c6Nx6nZTUgE,2018-01-15T22:10:06.000Z
Nl13OEVQB5o,2018-01-12T21:02:05.000Z
W4DnmTEHQug,2018-01-11T23:29:54.000Z
C-ePy-2WLfY,2018-01-10T22:07:05.000Z
UWUmHI3GyTU,2018-01-09T22:00:01.000Z
zViKDlOzK0s,2018-01-08T22:09:56.000Z
4_FHvf9typs,2018-01-05T20:31:39.000Z
Ne5ot2P52PU,2018-01-04T23:02:21.000Z
ZAyvEft9MIs,2018-01-03T23:14:50.000Z
xX8OJLaGlgA,2018-01-02T18:14:50.000Z
DRn71PvaX_w,2017-12-22T20:00:02.000Z
Mnere0s4dTw,2017-12-21T22:19:35.000Z
D-_ojem1XQU,2017-12-20T22:04:48.000Z
jXXJBMhBbTQ,2017-12-19T22:00:02.000Z
HopEHvZY-08,2017-12-18T23:07:11.000Z
o9TIR7pLv7s,2017-12-15T20:11:40.000Z
mbzXQK3Q860,2017-12-14T23:20:51.000Z
gzH7Yp8qwMk,2017-12-13T22:16:53.000Z
eL9RB_jG6SY,2017-12-12T22:42:00.000Z
dPzAxmT0Qes,2017-12-11T22:42:13.000Z
sQrtgYiW71o,2017-12-07T22:23:16.000Z
HeB0zNEubZA,2017-12-06T22:42:08.000Z
2xLuCn5WlsY,2017-12-05T22:18:35.000Z
8wN8n9Qtfqg,2017-12-04T22:00:00.000Z
c6GMhmEp2Ws,2017-12-01T00:10:54.000Z
Td7R0OF_IW4,2017-11-29T22:40:48.000Z
8rzipaZWLQ4,2017-11-28T22:00:00.000Z
FgPjX5hDuPo,2017-11-27T22:38:30.000Z
9mnTCYsbKfw,2017-11-23T22:00:10.000Z
BzEPpQKNod4,2017-11-22T23:15:55.000Z
OHOkdEBpwDc,2017-11-21T22:17:28.000Z
BrsoYVSgYQs,2017-11-20T22:27:08.000Z
X_K-shDq-kM,2017-11-17T20:00:04.000Z
eUy4-hrMVXg,2017-11-16T22:58:17.000Z
r9vtQZ6R86U,2017-11-15T22:13:22.000Z
Ax1P5Q8Kr9g,2017-11-14T22:35:58.000Z
EyRrWUwje8s,2017-11-14T00:46:11.000Z
NrDbRPWdx8M,2017-12-01T20:15:09.000Z
iSexsVbz554,2017-11-09T23:03:00.000Z
Ufqx1QpefEU,2017-11-08T23:00:14.000Z
JMUucCp4u7o,2017-11-07T22:00:01.000Z
x4jS-Zdlqro,2017-11-06T22:40:56.000Z
-innaPaqe0w,2017-11-02T22:12:42.000Z
-67wH2-AV7c,2017-11-01T21:48:04.000Z
M7Tr3ZZs7Ds,2017-10-31T21:00:03.000Z
EgCiITbak7A,2017-10-30T21:28:04.000Z
GbGEimY3Mu8,2017-10-26T22:09:43.000Z
iozkEQ6uVlE,2017-10-25T21:30:20.000Z
